Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
11-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.323,52","343,6","2168,42","2.168,42",57%,"2.168,42"
11-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
11-dic,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
11-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.323,52","343,6","2168,42","2.168,42",57%,"2.168,42"
12-dic,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
12-dic,ML,AULM080AVF,TO,Algodón Ventilado,XXL,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
13-dic,ML,AULM080AVF,NA,Algodón Ventilado,S,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
13-dic,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
13-dic,ML,AULM080AVF,TO,Algodón Ventilado,XXL,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
13-dic,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
14-dic,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,16850,"13.131,91",674,"4502,91","4.502,91",57%,"4.502,91"
14-dic,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
14-dic,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
14-dic,MS,AULM080AVF,TO,Algodón Ventilado,XXL,1,"3811,5",8.490,"6.481,55","339,6","2330,45","2.330,45",61%,"2.330,45"
14-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.509,67","679,96","4874,71","4.874,71",61%,"4.874,71"
14-dic,ML,AULM080CEF,MA,Cuero Engrasado,M,1,7955,16999,"13.509,67","679,96","4874,71","4.874,71",61%,"4.874,71"
14-dic,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"6904,26",15990,"12.423,27","639,6","4879,41","4.879,41",71%,"4.879,41"
14-dic,ML,AULM080CNF,MA,Cuero Nobuk,L,1,"6904,26",15990,"12.663,12","639,6","5119,26","5.119,26",74%,"5.119,26"
15-dic,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
15-dic,Local,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.500,"7.650,00",,"3838,5","3.838,50",101%,"3.838,50"
15-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
15-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.454,52","343,6","2299,42","2.299,42",60%,"2.299,42"
13-dic,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"-6904,26",-15990,"-12.659,12","-639,6","-5115,26","-5.115,26",74%,"-5.115,26"
16-dic,ML,AULM080PAF,TO,AUSTR ALA 8 PANAMA FLEXIL,XL,1,"13768,71",34.900,"28.595,37",1396,"13430,66","13.430,66",98%,"13.430,66"
16-dic,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
16-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
16-dic,Local,,,Billetera,,1,1485,3.500,"3.150,00",,1665,"1.665,00",112%,"1.665,00"
16-dic,Local,,,Mochila,,1,6000,16.000,"14.400,00",,8400,"4.200,00",70%,"4.200,00"
16-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
16-dic,ML,,VE,Boina De Hilo,60,1,2000,4890,"3.960,21","195,6","1764,61","1.764,61",88%,"1.764,61"
16-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
16-dic,ML,CUERO ENG,MA,Cuero Engrasado,M,1,7000,14990,"11.820,37","599,6","4220,77","4.220,77",60%,"4.220,77"
17-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
17-dic,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
17-dic,ML,AULM080AVF,NA,Algodón Ventilado,S,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
17-dic,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
17-dic,ML,AULM080AVF,NA,Algodón Ventilado,S,1,"3811,5","8.490,00","6.479,43","339,6","2328,33","2.328,33",61%,"2.328,33"
18-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
19-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
19-dic,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
19-dic,ML,AULM080CEF,NE,Cuero Engrasado,M,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
19-dic,MS,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.590,"7.984,42","343,6","3829,32","3.829,32",100%,"3.829,32"
19-dic,ML,AULM080CNF,MA,Cuero Nobuk,M,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
19-dic,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
19-dic,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
20-dic,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
20-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
21-dic,IG,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,16000,"15.200,00",,7245,"7.245,00",91%,"7.245,00"
21-dic,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
21-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
22-dic,ML,AULM080CNF,MA,Cuero Nobuk,M,1,"6904,26",15990,"12.339,32","639,6","4795,46","4.795,46",69%,"4.795,46"
22-dic,Local,,,Panama cuero,,1,"16205,7",31500,"28.350,00",1260,"10884,3","10.884,30",67%,"10.884,30"
23-dic,ML,AULM080CEF,MA,Cuero Engrasado,M,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
23-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
23-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,-1,"-3811,5",-8.590,"-6.452,37","-343,6","-2297,27","-2.297,27",60%,"-2.297,27"
23-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
26-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
26-dic,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
27-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
27-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
27-dic,ML,CUERO ENG,MA,Cuero Engrasado,L,1,7000,14990,"11.820,37","599,6","4220,77","4.220,77",60%,"4.220,77"
27-dic,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
27-dic,ML,AULM080CEF,MA,Cuero Engrasado,S,1,7955,16999,"13.165,44","679,96","4530,48","4.530,48",57%,"4.530,48"
27-dic,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5",8.590,"7.204,86","343,6","3049,76","3.049,76",80%,"3.049,76"
27-dic,ML,CUERO ENG,MA,Cuero Engrasado,XL,1,7000,14990,"11.820,37","599,6","4220,77","4.220,77",60%,"4.220,77"
27-dic,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
27-dic,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
28-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
28-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5",8.590,"6.452,37","343,6","2297,27","2.297,27",60%,"2.297,27"
28-dic,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
28-dic,ML,AULM080CNF,MA,Cuero Nobuk,XL,1,"6904,26",15990,"12.659,12","639,6","5115,26","5.115,26",74%,"5.115,26"
29-dic,ML,AULM080AVF,NA,Algodón Ventilado,XL,1,"3811,5","9.490,00","7.017,45","379,6","2826,35","2.826,35",74%,"2.826,35"
29-dic,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5","9.490,00","7.017,45","379,6","2826,35","2.826,35",74%,"2.826,35"
29-dic,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"3811,5","9.490,00","7.207,25","379,6","3016,15","3.016,15",79%,"3.016,15"
29-dic,Local,AULM080PAF,TO,AUSTR ALA 8 PANAMA FLEXIL,XL,1,"13768,71",30.000,"27.000,00",,"13231,29","13.231,29",96%,"13.231,29"
29-dic,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
30-dic,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5","9.490,00","7.207,25","379,6","3016,15","3.016,15",79%,"3.016,15"
31-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
31-dic,ML,AULM080CEF,MA,Cuero Engrasado,S,1,7955,16999,"13.505,42","679,96","4870,46","4.870,46",61%,"4.870,46"
31-dic,MS,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,15999,"$ 13.541,27","639,96","4946,31","4.946,31",62%,"4.946,31"
01-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5","9.490,00","7.216,75","379,6","3025,65","3.025,65",79%,"3.025,65"
02-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"3811,5","9.490,00","7.209,84","379,6","3018,74","3.018,74",79%,"3.018,74"
02-ene,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
03-ene,ML,AULM080CEF,NE,Cuero Engrasado,XXL,1,7955,16999,"13.267,43","679,96","4632,47","4.632,47",58%,"4.632,47"
03-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5","9.490,00","7.074,39","379,6","2883,29","2.883,29",76%,"2.883,29"
03-ene,ML,,MA,Cuero Engrasado,XL,1,7500,14990,"11.835,36","599,6","3735,76","3.735,76",50%,"3.735,76"
03-ene,ML,,NE,Boina De Hilo,60,1,2136,4890,"3.975,40","195,6","1643,8","1.643,80",77%,"1.643,80"
03-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
03-ene,Local,,,Sombrero Texano,,1,5000,"9.500,00","8.550,00",,3550,"3.550,00",71%,"3.550,00"
03-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
03-ene,ML,,MA,Cuero Engrasado,XL,1,7500,14990,"11.835,36","599,6","3735,76","3.735,76",50%,"3.735,76"
04-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
04-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5","9.490,00","7.212,31","379,6","3021,21","3.021,21",79%,"3.021,21"
04-ene,ML,AULM080CEF,NE,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
05-ene,ML,AULM080CEF,NE,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
05-ene,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"3811,5","9.490,00","7.074,39","379,6","2883,29","2.883,29",76%,"2.883,29"
05-ene,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
05-ene,ML,AULM080AVF,TO,Algodón Ventilado,XXL,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
05-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",15990,"12.435,26","639,6","4891,4","4.891,40",71%,"4.891,40"
05-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5","9.490,00","7.216,73","379,6","3025,63","3.025,63",79%,"3.025,63"
06-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
06-ene,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
06-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
06-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
07-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
07-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
07-ene,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
08-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"3811,5","9.490,00","7.216,73","379,6","3025,63","3.025,63",79%,"3.025,63"
08-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
09-ene,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
09-ene,ML,AULM080CEF,NE,Cuero Engrasado,XXL,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
09-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"3811,5","9.490,00","7.216,74","379,6","3025,64","3.025,64",79%,"3.025,64"
09-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
09-ene,ML,AULM080CEF,NE,Cuero Engrasado,S,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
09-ene,ML,,,Panama Elastico Plato redondo Ala 10,XL,1,"16205,7",49900,"41.151,04",1996,"22949,34","22.949,34",142%,"22.949,34"
09-ene,Local,AULM080CEF,NE,Cuero Engrasado,M,1,7955,17000,"15.300,00",,7345,"7.345,00",92%,"7.345,00"
09-ene,Local,,MA,Cuero Engrasado,XL,1,7500,16000,"14.400,00",,6900,"6.900,00",92%,"6.900,00"
09-ene,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
09-ene,ML,AULM080CEF,NE,Cuero Engrasado,S,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
09-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
09-ene,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
10-ene,ML,AULM080CEF,MA,Cuero Engrasado,M,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
10-ene,ML,AULM080CEF,NE,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
10-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
11-ene,ML,,,Panama Elastico Plato redondo Ala 8,L,1,"13768,71",36890,"30.323,39","1475,6","15079,08","15.079,08",110%,"15.079,08"
12-ene,ML,AULM080CEF,MA,Cuero Engrasado,S,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
12-ene,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
12-ene,ML,,MA,Cuero Engrasado,XL,1,7500,15990,"12.675,11","639,6","4535,51","4.535,51",60%,"4.535,51"
13-ene,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
13-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
13-ene,ML,AULM080CEF,MA,Cuero Engrasado,L,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
13-ene,ML,,NA,Panama Elastico Plato redondo Ala 8,XS,1,"13768,71",46890,"38.017,54","1875,6","22373,23","22.373,23",162%,"22.373,23"
13-ene,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
13-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
15-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
15-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,16999,"13.522,42","679,96","4887,46","4.887,46",61%,"4.887,46"
15-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
15-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.210,01","379,6","2561,53","2.561,53",60%,"2.561,53"
15-ene,ML,AULM080CNF,NA,Cuero Nobuk,S,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
16-ene,ML,AULM080CNF,MA,Cuero Nobuk,XL,1,"6904,26",15990,"12.675,11","639,6","5131,25","5.131,25",74%,"5.131,25"
17-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
17-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
17-ene,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"4268,88","9.490,00","7.006,74","379,6","2358,26","2.358,26",55%,"2.358,26"
17-ene,ML,AULM080AVF,TO,Algodón Ventilado,XXL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
18-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
18-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
19-ene,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
19-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,18999,"14.916,93","759,96","6201,97","6.201,97",78%,"6.201,97"
19-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
19-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
19-ene,ML,AULM080AVF,NA,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
20-ene,ML,AULM080CEF,NE,Cuero Engrasado,M,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
20-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
21-ene,ML,AULM080AVF,NA,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
21-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
21-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"4268,88","9.490,00","7.074,39","379,6","2425,91","2.425,91",57%,"2.425,91"
21-ene,ML,AULM080AVF,TO,Algodón Ventilado,L,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
22-ene,ML,AULM080AVF,TO,Algodón Ventilado,,5,"21344,4","47.450,00","35.134,66",1898,"11892,26","11.892,26",56%,"11.892,26"
22-ene,ML,AULM080AVF,TO,Algodón Ventilado,,5,"21344,4","47.450,00","35.134,67",1898,"11892,27","11.892,27",56%,"11.892,27"
22-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,2,"8537,76","18.980,00","14.053,86","759,2","4756,9","4.756,90",56%,"4.756,90"
22-ene,ML,AULM080AVF,NA,Algodón Ventilado,L,1,"4268,88","9.490,00","7.074,39","379,6","2425,91","2.425,91",57%,"2.425,91"
22-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
23-ene,ML,AULM080CEF,MA,Cuero Engrasado,S,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
23-ene,ML,AULM080AVF,TO,Algodón Ventilado,,5,"21344,4","47.450,00","35.134,66",1898,"11892,26","11.892,26",56%,"11.892,26"
24-ene,ML,AULM080CNF,NA,Cuero Nobuk,S,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
24-ene,ML,AULM080AVF,NA,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
24-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
24-ene,ML,AULM080AVF,NA,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
25-ene,ML,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.490,00","7.074,39","379,6","2425,91","2.425,91",57%,"2.425,91"
25-ene,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
25-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
26-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.212,20","379,6","2563,72","2.563,72",60%,"2.563,72"
27-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
27-ene,Local,AULM080CEF,NE,Cuero Engrasado,XXL,1,7955,18000,"16.200,00",,8245,"8.245,00",104%,"8.245,00"
27-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
27-ene,,AULM080AVF,TO,Algodón Ventilado,XL,1,"4268,88","9.500,00","9.500,00",,"5231,12","5.231,12",123%,"5.231,12"
27-ene,ML,AULM080CNF,MA,Cuero Nobuk,M,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
27-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
27-ene,ML,AULM080CNF,VE,Cuero Nobuk,S,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
28-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"6904,26",16990,"13.514,86","679,6",5931,"5.931,00",86%,"5.931,00"
28-ene,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,7955,18999,"15.201,92","759,96","6486,96","6.486,96",82%,"6.486,96"
28-ene,ML,,NE,Boina De Hilo,57,1,2136,4990,"4.057,30","199,6","1721,7","1.721,70",81%,"1.721,70"
29-ene,ML,AULM080AVF,TO,Algodón Ventilado,M,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
30-ene,Local,,,Mochila USB,,1,4500,"7.500,00","6.750,00",,2250,"2.250,00",50%,"2.250,00"
30-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
30-ene,ML,AULM080AVF,TO,Algodón Ventilado,S,1,"4268,88","9.490,00","7.216,74","379,6","2568,26","2.568,26",60%,"2.568,26"
